,Product
23113,COc1ccc(S(=O)(=O)Nc2cccc3c2Nc2ccccc2CN3C(C)=O)cc1
23114,COC(=O)c1ccc(C(=O)Nc2csc(Cc3cc(Cl)ccc3OCc3ccccc3)n2)cc1
23115,CCC12CCC(C)(O)CC1CCc1cc(C(=O)O)ccc12
23116,CCOC(=O)c1cc2cc(Br)ccc2n1Cc1ccc(C)cc1
23117,CCOC(=O)Nc1ccc(CNc2ccc(Cl)cc2)cc1
23118,Clc1ccc(CC2CCCCCN2)cc1
23119,Cc1nc(OCCCCN2CCN(c3cccc4ccc(F)cc34)CC2)nc2c1ccc(=O)n2C
23120,Cc1cccc(-c2ccc(S(=O)(=O)Nc3cc(C)no3)cc2)c1
23121,O=C(Nc1ccc2oc(=O)[nH]c2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1
23122,COc1ccc(C(=O)c2ccc(OC)cc2C(=O)O)c(OC)c1
23123,COC(=O)c1[nH]ccc1-c1ccc(N)cc1
23124,O=C(O)c1ccc(C2OCCCO2)cc1F
23125,Nc1cc(-c2ccccc2)cnc1[N+](=O)[O-]
23126,O=C1Nc2cc(Cl)ccc2/C1=C\c1cccc(Cl)c1F
23127,COc1cc(F)ccc1-c1ccc(C(c2ccncc2)N2CCN(C(C)=O)CC2)cc1
23128,CCOC(=O)C(C)(CC)NC(=O)c1cc(Cl)c2ccccc2c1OCC1CCN(C(=O)OC(C)(C)C)CC1
23129,CCn1ccc2c(CNC)cccc21
23130,CCCN(CCC)CCCCN(CC)Cc1ccc(CNCc2ncc[nH]2)cc1
23131,CCOC(=O)CC1(O)CCc2c(F)cc(F)cc21
23132,CCc1cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCN(C3CCN(CC(=O)O)CC3)CC2)cc(C)c1O
23133,C[C@H]1c2ccccc2-c2ccccc2N1S(=O)(=O)c1ccc(O)cc1
23134,Brc1cncc(Oc2cccnc2)c1
23135,Fc1cc(Cl)c(Oc2ncccn2)cc1N=C=S
23136,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(NC(=O)Oc2ccccc2)n1
23137,CC(C)(C)NS(=O)(=O)c1cccs1
23138,CCc1cccc(C)c1CNc1cc(C)cn2c(C)c(C)nc12
23139,O=Cc1ccc(OCc2cccc(F)c2)cc1
23140,Nc1ccc(F)c(N2C(=O)C3=C(CCCC3)C2=O)c1
23141,Nc1cccc2cc(-c3ncns3)[nH]c12
23142,Cc1ccc(CN2C(=O)c3ccccc3C2=O)n1CC#N
23143,Oc1ccc(OCCNCCCn2ccnc2)cc1
23144,CNc1ccc(N2C(=O)CC[C@H]2C(=O)Nc2cc(C(C)(C)C)on2)cc1
23145,COc1ncc(-c2cc3cncc(-c4cc(C)c(OC)c(C)c4)c3o2)cc1NS(=O)(=O)c1ccc(F)cc1F
23146,C[C@@H]1C[C@H](NC(=O)OC(C)(C)C)CN(c2ccncc2[N+](=O)[O-])C1
23147,Cn1nc(C2CC2)c(C=O)c1-n1ccc2cc(Cl)cnc21
23148,CCOC(=O)CC1Sc2ccccc2N(CC#N)C1=O
23149,COC(=O)c1c(NS(=O)(=O)c2ccc(F)cc2CN(C)C(=O)C(F)(F)F)ccc2c1OCC1CC21
23150,CC(C)[Si](C#Cc1cc(N)cc(C(=O)O)c1)(C(C)C)C(C)C
23151,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc(NC(=O)N3CCC(CN4CCCC4)CC3)c2)cc1
23152,CC(C)(C)[Si](C)(C)OCC=O
23153,COc1nc(SC)nc(N[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)c1-c1ncc(F)cn1
23154,COc1cc2c(cc1N)N(C(=O)CN(C)C)CCC2
23155,CCOC(=O)CCc1cn(Cc2ccc(OCc3nc(-c4ccccc4)oc3C)nc2)nc1OCC
23156,COc1ccc(N)c(N)n1
23157,CN1CCC(=NO)CC1
23158,O=C(O)C=Cc1ccc([N+](=O)[O-])cc1
23159,O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccc2C(=O)O)ccc1Cl
23160,CC(C)OC(=O)N1CCC(COc2cc(Br)ccn2)CC1
23161,O=C(O)C(CO)CNC(=O)[C@@H]1CCCN(C(=O)/C=C/C2CCNCC2)C1
23162,CC(C)Oc1cc([C@@](Cc2ccccc2)(NCC(N)C(O)(C(F)(F)F)C(F)(F)F)c2cc(F)cc(OC(F)(F)C(F)F)c2)ccc1F
23163,O=C(O)c1ncoc1-c1cccc(CO)c1
23164,Cc1nc(N)nc(N[C@@H](C)c2nc3ccn(C)c3cc2[C@@H]2CCN(C(=O)OC(C)(C)C)C2)c1C#N
23165,Nc1ccc2ncn(C(CC(=O)O)c3ccccc3)c2c1
23166,Cc1cc(-c2nc(-c3ccc(S(F)(F)(F)(F)F)cc3)no2)nn1Cc1ccc(NCCN2CCCC2)nc1
23167,C=CC(=O)Nc1ccc(C[C@H](NCOCc2ccccc2)C(=O)O)cc1
23168,C=CC(=O)OCCCCCCOc1ccc(-c2ccc([C@@H]3CC[C@@H](CCCO)CC3)cc2)cc1
23169,Cc1n[nH]c2nccc(Oc3ccc(N4Cc5ccccc5NC4=O)cc3F)c12
23170,CC(C)(C)OC(=O)NC1(c2ccccc2)CCNC1
23171,CCCCCCCC/C=C\CCCCCCCC(=O)Oc1ccc(NC(=O)CCNC(=O)C(OC(C)=O)C(C)(C)COC(C)=O)cc1
23172,Nc1cc(F)ccc1Nc1ccc2c(c1)OCc1ccccc1C2=O
23173,COc1nc(Br)ccc1NC(=O)OC(C)(C)C
23174,CCOc1cc(C(C)(C)C)ncc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCOC)CC1
23175,N#Cc1c(F)cccc1S(=O)(=O)N1CCC(=O)C1
23176,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc3cn[nH]c3c2)cc1
23177,COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)c4ccccc4)c(C)c3C)c2cc1OC
23178,Cc1cc(O)cc(C)c1OCC1CCCN(C)C1
23179,C=C[C@@H](C#CC#C[C@@H](CCCCCCCCC)NC(=O)c1ccccc1)OC(C)=O
23180,OCc1ccc(-c2nc3ccccc3[nH]2)cc1
23181,CCC(CC)(c1ccc(O)c(C)c1)c1ccc(/C=C/C2(O)CCCCC2)c(C)c1
23182,CCCc1cc(C#N)ccc1O
23183,Cc1ccc2c(c1)nc(N)c1ncc(CCc3ccc(C(=O)N(C)CCN(C)C)cc3C)cc12
23184,O=C(NC1CCCCC1)c1ccccc1I
23185,O=C(NCCCO)c1cc(Br)c2cc[nH]c2c1
23186,Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cc(C)c1OCCNCc1ccccc1
23187,COc1cc(Br)ccc1Oc1ccccc1C=O
23188,COc1cc(C(=O)N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C
23189,CCOc1ccc(C(CC)CC)c2c1nc(Oc1c(C)cc(Cl)cc1Cl)n2C
23190,Cc1cccc(-c2sc(C)nc2C(=O)N2C[C@H]3C[C@H]3[C@H]2CNC(=O)Cc2nc(C)sc2C)c1
23191,CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4Cc4nnc(Cc5ccccc5)o4)cc3)cc2)CC1
23192,N#CCCn1nnnc1C(N)Cc1ccc(OCc2ccccc2)cc1
23193,CNc1cc(F)c(C(=O)OC)cc1N
23194,CN1CCN(Cc2cc(Br)cs2)CC1
23195,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc(CC#N)cc2)s1
23196,Nc1cc(C(=O)O)cc(OCc2ccsc2)c1-c1ccccc1
23197,O=Cc1cccc(N2CCCC2)c1
23198,COc1cc(N2CC(N(C)C)C2)c([N+](=O)[O-])cc1Nc1nccc(-c2c[nH]c3ccccc23)n1
23199,O=C(O)CC1(O)CCc2c(F)cc(F)cc21
23200,COc1cc2ncn(Cc3ccc4nc(N[C@@H]5CCCC[C@H]5O)sc4c3)c2cc1OC
23201,C[C@H](NC(=O)c1cccnc1NCCOc1ccc2c(c1)NC(=O)/C2=C\c1cnc[nH]1)c1ccc(F)c(F)c1
23202,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](N)C1=O
23203,Cc1nc(C#Cc2ccnc(Cl)c2)cn1CC(F)F
23204,Cc1c(CCC(=O)O)ccc(OCc2c(-c3ccc(F)cc3)csc2C(F)(F)F)c1C
23205,Fc1cccc(CNc2cc(-c3ccnc4[nH]c(C5CCNCC5)cc34)c(Cl)cn2)c1
23206,CCC(=O)N[C@@H]1CC[C@@H](Nc2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1
23207,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CCCC6)C4)c3CO)cn(C)c2=O)nc1
23208,O=Cc1nccn1C(c1ccccc1)(c1ccccc1)c1ccccc1
23209,CN(Cc1cccc(C(F)(F)F)c1)C(=O)c1ncn(-c2cc(Cl)c(O)c(Cl)c2)n1
23210,COC(=O)C(=Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)OC
23211,COC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(C#N)c1
23212,Cn1c(=O)n(CCCOC2CCCCO2)c(=O)c2c1nc(SCc1cccc(OC(F)(F)F)c1)n2Cc1ccc(Cl)cc1
23213,COc1cccc2c1CCNC2=O
23214,O=C(CN1CCOCC1)c1cn(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)n1
23215,c1cc2c(c(OC3CNC3)c1)CCC2
23216,CO[C@@H]1COCC[C@@H]1N[C@@H]1C[C@H]2CN(c3nccs3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1
23217,O=C(NN1CCNC1=O)c1cc(=O)c(OCc2ccccc2)c[nH]1
23218,C=CCOC(=O)COc1c(C(=O)OC2CCCCC2)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br
23219,O=S(=O)(c1cc(F)c(Br)cc1F)N1CCOCC1
23220,Nc1ccc(N2CCC(C(=O)O)CC2)cc1
23221,CCCCCCCCCCCCCOc1ccc(CNc2ccc(C(=O)O)cc2)cc1
23222,Cc1nc(-c2cc3cc(F)ccc3n2-c2ccc(CNC(=O)C3(NC(=O)c4cncc(C(F)(F)F)c4)CC3)cc2)no1
23223,CC(C)(C)OC(=O)N[C@H]1CCN(c2ccc(O)cc2)C1=O
23224,Nc1nc2c(s1)CC(CN1CCN(c3ccccn3)CC1)CC2
23225,CC(C)c1ccc(-c2nc3c(-c4ccccc4)nn(CC(N)=O)c3c(=O)n2-c2ccc(Cl)cc2)cc1
23226,CCCCn1c(N)c(NC(C)=O)c(=O)[nH]c1=O
23227,Cc1cc(C#Cc2cn(CC(C)C)c(C)n2)ccn1
23228,Cc1cnc(N2CCC(N(C(=O)c3ccc(-c4cnco4)c(F)c3)C3CC3)CC2)cn1
23229,O=C(O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3ccccc3n(NCC3CC3)c1=O)N2
23230,O=C(C1CC1)N1CC[C@@H](Cn2nncc2-c2ccc(Br)cc2)C1
23231,COc1ccc(CN(Cc2ccc(OC)cc2)c2ncc(-c3nc(N4CCOCC4)nc4c3CCN4c3ccc(C(=O)N4CCN(CCO)CC4)nc3)cn2)cc1
23232,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)OC[C@@H]1[C@H]2OC(C)(C)O[C@H]2[C@H](c2c[nH]c3c(N=[N+]=[N-])ncnc23)N1C(=O)OC(C)(C)C
23233,O=C(CCN1CCCCC1)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F
23234,C[C@H](CCOS(C)(=O)=O)C1CCN(C(=O)OC(C)(C)C)CC1
23235,Cc1cc(Cn2cnc(N=Cc3ccccc3)c2C(N)=O)cc(C)c1OCc1ccccc1
23236,CCOC(=O)/C=C(\CBr)Oc1ccc(Cl)cc1Cl
23237,CN(C)c1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1
23238,CCON=C(c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3cnnc4ccccc34)CC2)CC1
23239,CON1CCC(C#N)(NC2CC2)CC1
23240,C[C@@H]1CN(c2ccc(OCc3ccccc3)cc2)C(=O)c2c(N)ncnc2O1
23241,Cc1nc(C(=O)N2CCOC3(CCN(CCCOc4cccc(CNC[C@H](O[Si](C)(C)C(C)(C)C)c5ccc(O)c6[nH]c(=O)ccc56)c4)CC3)C2)cs1
23242,Cc1cc(Nc2nc(F)c(C#N)cc2F)n[nH]1
23243,NCCC[C@H](NC(=O)Cn1cncn1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1
23244,Cc1ccc(S(=O)(=O)OCCOCCSC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
23245,Oc1ccc2nc(-n3ccnc3)nc(NCc3ccccc3)c2c1
23246,O=C(NC[C@H]1CN(CC2CCc3c(F)cnc4ccc(=O)n2c34)C[C@H]1O)OCc1ccccc1
23247,c1ccc(Oc2nc(Nc3cc[nH]n3)cc3ccccc23)cc1
23248,COCCN(Cc1ccccc1)C(=O)c1ccc2cncc(-c3ccc(OC)cc3)c2n1
23249,CC1=C(C(=O)OCCC#N)C(c2cccc(Cl)c2)C(C(=O)OCC=Cc2ccccc2)=C(C=O)N1
23250,O=C(Nc1nccc(-c2ccccc2)c1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1
23251,COCCOCCN(CCOC)C(=O)CC1C(=O)Nc2cc(S(N)(=O)=O)sc2S1(=O)=O
23252,CCOC(=O)Nc1nn(C)c2cc(OCc3ccccc3)ccc12
23253,CCOC(=O)Cc1c(C(=O)OCC)c2cc(Oc3ccc(C(F)(F)F)cc3)ccc2n1-c1ccc(OC(F)(F)F)cc1
23254,CCOC(=O)c1ccc(N)nc1
23255,CC(C)N1CCC(c2[nH]nc(-c3ccc(C(F)(F)F)cc3)c2-c2ccncc2)CC1
23256,Cc1cc(C(F)(F)F)nc(Nc2nc(C(=O)O)cs2)n1
23257,Cn1cc(-c2cc(C(=O)O)cc(C(F)(F)F)c2)cn1
23258,CC(C)CN(c1ccc(C(O)(C#CC(=O)O)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1
23259,COC(=O)c1ccc(N(C)C)c(F)c1
23260,C[C@@H](OCc1cc(F)cc(-c2cc(N)nn2-c2ccccc2)c1)C(F)(F)F
23261,O=[N+]([O-])c1ccccc1-c1cccc2ccsc12
23262,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-n1ccn2nc(-c3cccnc3)cc12
23263,O=[N+]([O-])c1c(F)cccc1Oc1ccc(C(F)(F)F)cc1Cl
23264,N#Cc1c(F)ccc(O)c1F
23265,O=C(CC1(O)CCCCC1)Nn1nc(-c2ccnc(Cl)c2)c2ccccc2c1=O
23266,CCCNCC1OCCO1
23267,CS(=O)(=O)N[C@H]1Cc2ccc(Cn3cc(CO)c(C(F)(F)F)n3)cc2C1
23268,CCCn1c(=O)n(Cc2ccc(Cl)cc2)c(=O)c2c1nc(CC)n2C
23269,COCCN(C1CCS(=O)(=O)C1)S(=O)(=O)c1ccc(Nc2nccc(Nc3ccc(F)cc3)n2)cc1
23270,CC(=CCS(=O)(=O)c1ccccc1)CBr
23271,CC(=O)NC1(c2nc(NCc3ccccn3)c3c(-c4ccccc4)ccn3n2)CC1
23272,COC(CN(C(=O)Nc1cc2c(OCCC3CCCCN3C(=O)OCC[Si](C)(C)C)c(-c3cc(C)cc(C)c3)c(=O)[nH]c2cc1Cl)c1cnccn1)OC
23273,O=C1NCCn2c1cc1c2CC(F)(F)CC1
23274,NC(C(=O)N1CCN2C[C@H](Oc3cnc(C4CC4)cn3)C[C@H]2C1)c1cccc(C(F)(F)F)c1
23275,Cc1nc(CN=[N+]=[N-])ccc1OCc1ccccc1
23276,COc1cc2c(Oc3ccc4[nH]ccc4c3)ncnc2cc1OCCCN(C)S(C)(=O)=O
23277,C/C=C(/C=C/COC(=O)NCC)CC
23278,O=C(c1ccnc(Cl)c1)N1CC(c2ccc(F)cc2)C2(CCN(Cc3ccccc3)CC2)C1
23279,COc1ccc(Oc2cccc(CN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2)cc1
23280,Fc1ccc(C(F)(F)F)cc1CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ncc(Br)cn1
23281,CCCCCCCCNC(=O)NCCCCC
23282,CC1Cc2sc(Cc3c[nH]cn3)nc2-c2ccccc21
23283,O=C(Cc1csc(-c2cnccn2)n1)NCC1CN(Cc2ccc(Cl)c(Cl)c2)CCO1
23284,O=C(O)c1csc(-c2ccccc2)c1
23285,Cc1ccc(C2=NN(CCCCO)C3N=CN=C(N)C23)cc1
23286,CC(C)(C)OC(=O)N1CCN(C(=O)c2ccc(-c3ccc4ncc(-c5ccc(C#N)cc5)n4c3)cc2N2CCN(C(=O)OC(C)(C)C)CC2)CC1
23287,CC(C)(C)OC(=O)NC1CCN(c2cc(-c3ccncc3Cl)c(-c3ccc(C(F)(F)F)cc3)nn2)CC1
23288,CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc([C@H](O)c4cccc[n+]4[O-])cc2)CCN3)cc1
23289,CC(=O)NNC(=O)c1ccc(Br)c(C)c1
23290,CC(=O)SCC1(C(=O)NCC(O)C(=O)OCc2ccccc2)CCc2ccccc2C1
23291,COC(=O)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(C(N)=O)cc1C
23292,CCSc1ncc2cc(-c3ccccc3)c(-c3ccc(C=O)cc3)nc2n1
23293,Nc1ncnc(Oc2ccc(Oc3ccccc3)cc2)c1-c1cccc(NC(=O)/C=C/CN2CCCC(F)(F)C2)c1
23294,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3cc2[N+](=O)[O-])cc1
23295,CC(=O)Nc1c(Br)ccnc1C
23296,Nc1cccc(/C=C/CNC(=O)C(F)(F)F)c1
23297,OCc1c(C2CC2)nc2ccc(Cl)nn12
23298,O=C(O)CCc1ccccc1Cc1cc(Cl)ccc1OCC(=O)O
23299,C[C@H]1C[C@H](N2CCCC2)CCN1
23300,Cn1c(=O)oc2cc(-n3cc(C(=O)O)c(=O)n(C4CCCc5c4cccc5C(F)(F)F)c3=O)ccc21
23301,CC(=O)OCCc1c(N)cc(NC(=O)OC(C)(C)C)c2ccccc12
23302,COc1cc(OC)c(NC(=O)Nc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2)cc1Cl
23303,Cc1ccc(CC2CCN(C(=O)C(=O)Nc3ccc4c(c3)CS(=O)(=O)N4)CC2)cc1
23304,CC(C)(C)c1cnc(C(=O)Nc2cc(-c3cc(NC4CCCNC4)c(=O)[nH]n3)ccc2F)cn1
23305,C=CCNCc1ccc(Cl)cc1
23306,CNc1ncc2cc(Br)ccc2n1
23307,O=C(CCCCc1ccccc1)NCc1c[nH]cn1
23308,CCOC(=O)CN[C@@H](c1ccccc1)[C@H](O)c1ccccc1
23309,Cc1nc(C(=O)N2CCN(C)CC2)nn1-c1ccc(N)cc1
23310,COC(=O)c1cnc(N2CCN(S(=O)(=O)c3ccc(-c4ccccc4)cc3)CC2)s1
23311,C=C(C)C(=O)O
23312,CC(C)(C)OC(=O)N1CCN(c2nc(C=O)nc3c(F)c(Br)c(Cl)cc23)CC1
23313,COc1cccc(N2CC(C)N(CCCCC3(C(=O)NCC(F)(F)F)c4ccccc4-c4ccccc43)C(C)C2)n1
23314,Cc1c(Nc2ccccc2)cn2ncc(C#N)c(Nc3ccc(Oc4ccccc4)cc3)c12
23315,Cc1nc(-c2cncc(N(C)CCc3ccccn3)n2)sc1C(=O)NCc1ccc(F)cc1
23316,CCOC(=O)COc1c(Cl)cccc1[N+](=O)[O-]
23317,COC(=O)C(Oc1ccc(Cl)cc1)c1ccc(OCCOc2ccc(Cl)cc2)cc1
23318,O=C(Nc1cc([N+](=O)[O-])ccc1Cl)C(F)(F)F
23319,O=C(O)CCNC(=O)c1ncc2c(cc(-c3ccccc3)c(=O)n2-c2ccccc2)c1O
23320,CC(C)C[C@@H](CO)N[C@@H](c1ccc(Br)cc1)C(F)F
23321,CC(=O)c1c(C(=O)NCc2ccc(F)c(F)c2)c2ccc(OC(C)C)cc2n1Cc1ccccn1
23322,CC1(C)OC(=O)C=C(CC(O)(CCc2ccc(C(C)(C)C#N)c(F)c2)C2CCCC2)O1
23323,Nn1cc(C(=O)O)c(=O)c2cc(F)c(Cl)cc21
23324,CC(C)NC(=O)N1CCC(CC(=O)NOC2CCCCO2)(c2ccc(-c3ccc(-c4cnco4)cc3)s2)S(=O)(=O)CC1
23325,CCCC[Sn](CCCC)(CCCC)c1cc2c3c(c1)CCN3C(=O)CC2
23326,CCOC(=O)C1CCN(Cc2ccccc2)CC1
23327,COC(=O)c1cccc(OCc2nc3ccc(Oc4ncc(Br)c(OC)c4Br)cc3n2C)c1
23328,O=C(O)CC1Nc2ccc(C(=O)NCc3ncc[nH]3)cc2CN(CCc2ccccc2)C1=O
23329,O=C(c1cnc(-n2ccnc2)nc1)N(C1CC1)C1CCN(c2nc(-c3ccccc3)no2)CC1
23330,OCCCc1ccc(CO)cc1
23331,CC(C)=CCCC(C)=CCCC(C)=CC1SCCCS1
23332,CCCS(=O)c1ccc([N+](=O)[O-])c(N)c1
23333,CCOc1c(C(F)(F)F)cc(N)cc1C(F)(F)F
23334,NC(=O)/C=C/c1cccs1
23335,CCCc1nc2c(C)cc(-c3cn(CC4CC4)cn3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
23336,c1ccc(-c2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)cc1
23337,COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)CNC(N)=O)c1
23338,Nc1ccccc1NC(=O)c1ccc(-c2ccoc2)nc1
23339,COC(=O)c1ccc(Br)cc1Cn1nc(-c2ccc(Cl)cc2)n(C[C@H](O)C(F)(F)F)c1=O
23340,COC(=O)Cc1ccc(OCC(=O)c2cccnc2C)cc1
23341,COc1c(C(C)=O)cc(Cl)c(CBr)c1Br
23342,CCOc1cccc(C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3ccccc3)cc2)c1
23343,CCCCCCC1OC1(C(N)=O)C(=O)OCC
23344,NCC12CCCN1CCC2
23345,c1cncc(N2CCC3(CCCN3)C2)c1
23346,CC(C)(C)OC(=O)N1CCCC(OS(=O)(=O)c2ccc([N+](=O)[O-])cc2)C1
23347,O=C(CC(=O)N1CCCC1)Nc1cccc(C(F)(F)F)c1
23348,COc1c(Br)cc(C(=O)N2C(=O)COc3ccncc32)cc1Br
23349,CCN1C[C@@H](Nc2ccc(C#N)c(Cl)c2)CC1=O
23350,Cn1c(Nc2cc(CNC(=O)C3(C(F)(F)F)CC3)c(F)cc2Cl)nc2cc(Cl)c(N3CCC(C(F)(F)F)CC3)cc21
23351,COc1cc2nccc(Oc3ccc(N)cc3)c2cc1OC
23352,C[C@@H](CC(=O)O)CC(=O)OCC[Si](C)(C)C
23353,CN(C)CCN1CCCc2ccccc21
23354,CC1(C)C(=O)NN=C1c1ccc(O)c(F)c1
23355,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCC(C)(O)C(F)(F)F)cc12
23356,OC[C@@H]1C[C@@]2(c3ccccc3)[C@@H](NCc3ccccc3)[C@@H](F)C[C@@H]1N2Cc1ccccc1
23357,O=C(O)c1ccc(Oc2nc3ccccc3s2)cc1F
23358,O=C(Nc1nccs1)C(CC1CCCC1)c1ccc(Cl)cc1
23359,CC(C)CNc1c(N)c2nnnn2c2ccc(OCc3ccccc3)cc12
23360,C[C@H](Nc1cc(C(=O)OC(C)(C)C)nc(-c2ccc(Oc3ccc(F)cc3)cc2)n1)C(N)=O
23361,O=C1COc2ccccc2N1CCCCl
23362,CCCCCc1nn(C(=O)OC(C)(C)C)c2ccc(Oc3c(C)cc(N)cc3C)cc12
23363,COc1ccccc1-c1cn(S(=O)(=O)c2ccc(C)cc2)c2ncc(-c3cc(C(C#N)C(=O)N(C)C)ncn3)cc12
23364,FC(F)(F)c1cccc2c(-c3cccc(NCc4cccc(Oc5ccccc5)c4)c3)c(Cc3ccccc3)cnc12
23365,CCOC(=O)Cn1nc(Cl)cc1Cl
23366,O=C(c1ccc(F)c([N+](=O)[O-])c1)N(CC(F)(F)F)CC(F)(F)F
23367,CC(C)(C)OC(=O)c1ccc(CBr)cc1
23368,CN(C)C1CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2cncc(F)c2)C1
23369,COc1ccccc1Cn1nc(OC(C)C)cc1CCCO
23370,O=C(Nc1ccccc1)C1=COc2cc(O)ccc2O1
23371,CCOC(=O)C=Cc1ccc(C(C)(C)C)cc1
23372,FC1(c2ccc(C3=NOC(c4cc(Cl)cc(Cl)c4)(C(F)(F)F)C3)cc2)CNC1
23373,O=C(N[C@@H]1CC[C@@H](CCN2CCN(c3nccc4c3OCC4)CC2)CC1)C(O)C(F)(F)F
23374,CCOc1ccc(Oc2cccc(C=C3CCNCC3)c2)nc1
23375,Cc1ccc(-c2ccc(CNC(=O)c3cc(NC(=O)c4ccccc4-c4ccc(C(F)(F)F)cc4)cn3C)cc2)cc1
23376,CCOP(=O)(Cc1cc(F)ccc1F)OCC
23377,CCS(=O)(=O)N1CCC(c2n[nH]c3c(C(N)=O)cc(-c4cccc(C=O)c4)cc23)CC1
23378,Nc1nc(N)nc(-n2nc(Cc3ccccc3F)c3ccccc32)n1
23379,CN(C)C(=O)c1cc2cc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)ccc2[nH]1
23380,O=C(O)c1c(N2CCCC2=O)nc2ccc(Cl)cc2c1-c1ccccc1
23381,CC(C)(c1c(F)cc(O)cc1F)C(F)(F)F
23382,COC(=O)C1(C)CCc2ccc(Oc3ccc(Cl)cc3)cc2C1
23383,CC1CN(c2ccc(C(F)(F)F)cn2)C(C)CN1CC(=O)Nc1ccc(Br)nc1
23384,NC1=Nc2cnc(Oc3ccccc3)cc2CN1[C@@H](CCC(=O)N(CCOCc1ccccc1)[C@H]1CC[C@@H](C(=O)O)CC1)C1CCOCC1
23385,Cc1nc2c(O)cc(N)cc2o1
23386,CC1(C)Cc2nc(C3CCN(c4ncc(OCCCCC(=O)O)cn4)CC3)c(C(F)c3ccc(C(F)(F)F)cc3)c(C3CCC(F)(F)CC3)c2C(O)C1
23387,Nc1ccc2c(c1)C(c1ccccn1)=CC(CF)(CF)O2
23388,COC(=O)C[C@H]1CCCN1c1nc(Cl)ncc1N
23389,CCO[C@@H](Cc1ccc(OCCc2ccc(S(=O)(=O)c3ccccc3)cc2)cc1)C(=O)O
23390,CC1CN(c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)cn2)CC(C)O1
23391,CCOC(=O)CCN(CC(=O)OCC)C(=O)OCC
23392,Cc1cc(NC(=O)c2nccnc2Br)ccn1
23393,O=S(=O)(c1ccccc1)n1cc(C#CCCCc2ccccc2)c(-c2cccnc2)n1
23394,Cc1cc(CC(=O)OC(C)C)n(C)n1
23395,CN(C)C(=O)[C@@H](C1CC=C(c2ccc3ncnn3c2)CC1)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC(F)(F)C1
